input.Down	input.Down2	input.Down2NoFDR	input.DownNoFDR
			C17orf98
			CWC25
			PIP4K2B
			PSMB3
			RPL23
			PPP2R2B
			CFAP99
			RNF4
			ZFYVE28
			MSANTD2
			ENTPD4
			LOXL2
			ACSS1
			APMAP
			VSX1
			TLR7
			CCNI2
			KIF3A
			SEPT8
			TUBB4BP1
			FCF1P5
			REV3L
			REV3L-IT1
			GEMIN8P4
			ZNF326
			LINC02431
			CHCHD3P3
			NPM1P39
			SLC9A1
			SNRPEP7
			WDTC1
			RPL21P41
			LMO7
			GABRG3-AS1
			IL4R
			NSMCE1-DT
			CSRNP1
			GORASP1
			TTC21A
			XIRP1
			LINC02603
			MIRLET7A1
			MIRLET7D
			MIRLET7F1
			SCN1A-AS1
			TTC21B
			TTC21B-AS1
			DDX20
			INKA2
			INKA2-AS1
			BCDIN3D
			FAIM2
			LINC02395
			LINC02396
			RPL35AP28
